state,district,year,jan-rf,jan-dep,feb-rf,feb-dep,mar-rf,mar-dep,apr-rf,apr-dep,may-rf,may-dep,jun-rf,jun-dep,jul-rf,jul-dep,aug-rf,aug-dep,sep-rf,sep-dep,oct-rf,oct-dep,nov-rf,dec-dep,dec-rf,dec-dep
Uttar Pradesh, Sant Ravidas Nagar,2008,,,,,,,,,,,682.6,692,307.5,3,409.0,36,12.0,-94,0.0,-100,,,,
Uttar Pradesh, Sant Ravidas Nagar,2009,,,,,,,,,,,66.0,-23,272.5,-9,124.0,-59,105.0,-44,43.0,16,0.0,-100,0.0,-100
Uttar Pradesh, Sant Ravidas Nagar,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,133.3,-56,146.0,-52,179.3,-4,48.0,30,12.5,34,0.0,-100
Uttar Pradesh, Shahjahanpur,2006,0.0,-100,0.0,-100,22.1,84,16.7,227,76.5,311,199.0,116,195.1,-34,31.9,-90,40.5,-74,16.8,-73,0.0,-100,4.9,-25
Uttar Pradesh, Shahjahanpur,2007,0.0,-100,91.0,480,51.8,332,0.0,-100,34.3,84,163.7,77,289.5,-2,153.1,-50,24.8,-84,0.0,-100,,,,
Uttar Pradesh, Shahjahanpur,2008,,,,,0.0,-100,1.2,-76,3.7,-80,214.4,132,367.3,25,391.5,28,184.7,17,29.7,-53,0.0,-100,0.0,-100
Uttar Pradesh, Shahjahanpur,2009,0.0,-100,0.5,-97,0.0,-100,1.5,-71,11.7,-37,70.6,-24,151.5,-49,273.2,-11,200.5,27,130.2,107,12.1,365,4.7,-28
Uttar Pradesh, Shahjahanpur,2010,2.3,-88,7.7,-51,3.8,-68,0.0,-100,9.2,-51,13.0,-86,355.5,21,285.8,-7,344.1,118,0.0,-100,4.7,81,1.0,-85
Uttar Pradesh, Shrawasti Nagar,2006,,,,,,,,,,,250.2,73,336.6,0,334.6,17,89.8,-58,0.0,-100,,,,
Uttar Pradesh, Shrawasti Nagar,2007,,,,,,,,,,,103.0,-29,428.6,27,387.4,35,193.2,-11,0.0,-100,,,,
Uttar Pradesh, Shrawasti Nagar,2008,,,,,,,,,,,123.0,-15,396.8,18,205.0,-28,186.9,-14,116.8,86,,,0.0,-100
Uttar Pradesh, Shrawasti Nagar,2009,,,,,,,,,,,155.6,7,209.6,-38,383.7,34,223.4,3,109.6,74,0.0,-100,0.0,-100
Uttar Pradesh, Shrawasti Nagar,2010,0.0,-100,1.4,-91,0.0,-100,0.0,-100,2.0,-93,70.0,-52,407.4,21,395.3,38,155.6,-28,0.5,-99,0.0,-100,0.0,-100
Uttar Pradesh, Siddharth Nagar,2006,,,,,,,,,,,320.3,113,199.9,-49,259.7,-18,114.6,-44,1.0,-99,,,,
Uttar Pradesh, Siddharth Nagar,2007,,,0.0,-100,25.2,119,,,41.0,34,75.8,-50,529.0,35,255.0,-20,206.3,1,0.0,-100,,,,
Uttar Pradesh, Siddharth Nagar,2008,,,,,,,,,,,530.0,252,563.6,44,289.3,-9,92.0,-55,20.0,-70,0.0,-100,,
Uttar Pradesh, Siddharth Nagar,2009,,,,,,,,,,,37.2,-75,339.0,-13,371.2,17,111.6,-46,52.8,-22,0.0,-100,0.0,-100
Uttar Pradesh, Siddharth Nagar,2010,2.0,-89,6.5,-53,0.0,-100,0.0,-100,0.0,-100,40.2,-73,216.5,-45,402.7,27,250.3,22,10.0,-85,0.0,-100,0.0,-100
Uttar Pradesh, Sitapur,2006,0.0,-100,0.0,-100,4.5,-63,5.4,-4,129.5,758,225.7,121,453.2,68,108.2,-62,38.3,-80,38.8,-38,0.0,-100,5.4,-8
Uttar Pradesh, Sitapur,2007,0.0,-100,72.5,565,36.8,199,1.0,-82,70.7,368,201.0,97,268.4,-1,185.8,-34,142.1,-25,5.1,-92,0.0,-100,1.0,-83
Uttar Pradesh, Sitapur,2008,,,,,0.0,-100,,,16.3,8,246.7,142,554.8,105,469.2,66,284.0,49,10.6,-83,0.0,-100,0.0,-100
Uttar Pradesh, Sitapur,2009,0.0,-100,3.0,-72,,,1.3,-77,,,82.3,-19,171.0,-37,269.2,-5,221.2,16,201.5,223,5.3,165,0.0,-100
Uttar Pradesh, Sitapur,2010,0.0,-100,9.2,-16,0.0,-100,0.0,-100,41.4,174,23.9,-77,346.2,28,243.4,-14,200.1,5,2.1,-97,0.0,-100,0.0,-100
Uttar Pradesh, Sonbhadra,2006,0.0,-100,0.0,-100,40.0,208,5.3,-9,4.5,-66,90.9,-25,382.2,24,303.9,-4,86.1,-58,0.0,-100,0.0,-100,0.0,-100
Uttar Pradesh, Sonbhadra,2007,0.0,-100,80.0,315,7.0,-46,0.0,-100,7.0,-47,18.5,-85,198.4,-36,160.7,-49,220.1,7,9.9,-75,,,,
Uttar Pradesh, Sonbhadra,2008,,,,,,,0.0,-100,11.4,-14,167.1,37,194.0,-37,125.9,-60,12.6,-94,11.0,-73,0.0,-100,0.0,-100
Uttar Pradesh, Sonbhadra,2009,0.0,-100,0.0,-100,0.0,-100,1.2,-79,0.0,-100,14.4,-88,264.8,-14,61.6,-81,125.9,-39,36.2,-10,28.0,222,1.5,-75
Uttar Pradesh, Sonbhadra,2010,5.6,-76,2.2,-89,0.0,-100,0.0,-100,2.9,-78,21.8,-82,180.2,-42,162.4,-49,183.9,-10,11.7,-71,5.1,-41,0.0,-100
Uttar Pradesh, Sultanpur,2006,0.0,-100,0.0,-100,14.8,83,16.5,206,50.5,263,97.1,20,312.0,-4,145.0,-51,15.1,-92,11.1,-73,0.0,-100,0.0,-100
Uttar Pradesh, Sultanpur,2007,0.5,-97,52.7,315,27.3,237,0.2,-96,53.1,282,201.0,148,259.9,-20,97.7,-67,111.5,-44,23.3,-43,0.0,-100,4.7,-24
Uttar Pradesh, Sultanpur,2008,2.4,-85,1.6,-87,0.0,-100,2.6,-52,62.9,353,167.8,107,435.5,34,411.4,38,80.1,-60,1.2,-97,0.4,-85,0.0,-100
Uttar Pradesh, Sultanpur,2009,0.0,-100,4.0,-69,3.3,-59,1.3,-76,25.2,81,16.5,-80,243.2,-25,149.1,-50,150.0,-25,103.9,152,2.6,0,8.8,42
Uttar Pradesh, Sultanpur,2010,9.3,-42,12.6,-1,0.0,-100,0.0,-100,41.6,199,16.3,-80,184.4,-43,264.2,-11,154.5,-22,41.3,0,5.4,108,0.0,-100
Uttar Pradesh, Unnao,2006,0.0,-100,0.0,-100,8.5,21,10.7,282,13.4,26,78.8,5,361.2,37,90.2,-69,29.1,-84,35.3,-31,0.7,-59,0.6,-92
Uttar Pradesh, Unnao,2007,0.0,-100,61.4,299,22.2,217,1.6,-43,12.9,22,73.3,-3,259.4,-2,197.3,-32,54.3,-69,0.7,-99,,,0.0,-100
Uttar Pradesh, Unnao,2008,,,,,,,,,,,,,435.1,64,270.1,-7,103.7,-41,0.4,-99,0.0,-100,,
Uttar Pradesh, Unnao,2009,,,,,,,,,,,0.0,-100,96.2,-64,196.8,-32,267.8,51,84.9,66,0.0,-100,3.3,-54
Uttar Pradesh, Unnao,2010,0.6,-96,14.9,-3,0.0,-100,0.0,-100,10.9,3,6.8,-91,313.5,19,185.0,-36,180.6,2,4.5,-91,17.7,941,0.7,-90
Uttar Pradesh, Varanasi,2006,0.0,-100,0.0,-100,14.9,66,22.9,340,20.4,94,40.0,-51,379.4,30,205.9,-22,69.7,-66,15.1,-55,1.7,-82,0.0,-100
Uttar Pradesh, Varanasi,2007,0.0,-100,55.1,299,40.3,348,2.0,-62,24.0,129,139.0,70,215.8,-26,89.8,-66,170.0,-17,29.3,-12,0.0,-100,0.3,-93
Uttar Pradesh, Varanasi,2008,10.3,-42,11.2,-19,0.1,-99,0.3,-94,22.1,110,292.0,257,474.2,63,349.2,32,48.8,-76,2.1,-94,,,0.0,-100
Uttar Pradesh, Varanasi,2009,0.6,-97,0.0,-100,0.0,-100,0.9,-83,14.9,42,4.9,-94,188.2,-35,88.2,-67,111.4,-46,9.3,-72,12.9,34,2.3,-43
Uttar Pradesh, Varanasi,2010,1.8,-90,17.2,25,0.0,-100,0.0,-100,36.4,247,19.9,-76,199.5,-32,237.4,-10,153.7,-25,31.5,-6,7.8,-19,0.0,-100
Uttarakhand,Almora,2006,5.1,-90,1.8,-96,41.6,-9,21.3,-25,115.6,135,112.7,-19,267.2,-12,276.1,-3,55.5,-64,3.2,-94,0.3,-96,5.3,-73
Uttarakhand,Almora,2007,4.2,-92,135.8,184,117.9,159,30.5,8,90.2,84,192.4,39,171.2,-44,280.9,-1,245.4,58,4.0,-92,,,,
Uttarakhand,Almora,2008,,,,,,,,,,,10.2,-93,251.0,-18,247.7,-13,144.6,-7,0.0,-100,10.0,49,7.0,-64
Uttarakhand,Almora,2009,3.0,-94,0.0,-100,,,40.0,41,52.0,6,13.3,-90,142.2,-53,149.7,-47,166.9,7,16.0,-68,10.9,63,0.0,-100
Uttarakhand,Almora,2010,12.0,-76,68.2,43,0.0,-100,7.3,-74,44.3,-10,72.6,-48,368.7,21,348.2,23,480.8,209,12.3,-76,0.0,-100,14.5,-25
Uttarakhand, Chamoli,2006,9.5,-84,0.0,-100,,,,,,,90.2,-12,359.3,33,344.4,22,78.2,-35,2.6,-93,0.0,-100,,
Uttarakhand, Chamoli,2007,,,31.3,-57,,,16.0,-64,62.4,4,214.4,108,415.3,53,154.9,-45,235.0,95,15.6,-61,,,,
Uttarakhand, Chamoli,2008,,,,,,,4.8,-89,,,163.8,59,354.0,31,273.2,-3,87.2,-28,31.3,-22,15.3,59,13.0,-47
Uttarakhand, Chamoli,2009,,,,,,,,,,,32.2,-69,232.2,-14,124.5,-56,131.6,9,35.6,-11,6.6,-31,0.0,-100
Uttarakhand, Chamoli,2010,0.0,-100,33.5,-54,17.8,-78,27.7,-38,63.9,7,121.8,18,438.9,62,472.1,67,437.7,263,5.2,-87,1.5,-84,8.7,-64
Uttarakhand, Champawat,2006,,,,,,,,,,,166.6,-23,415.4,-18,215.0,-46,162.8,-24,0.0,-100,,,,
Uttarakhand, Champawat,2007,,,,,,,,,,,197.0,-9,503.0,-1,745.4,87,306.9,43,0.0,-100,,,,
Uttarakhand, Champawat,2008,,,,,,,,,,,222.2,3,563.1,11,532.0,34,431.0,101,118.2,63,,,,
Uttarakhand, Champawat,2009,,,,,,,,,,,205.4,-5,462.1,-9,790.4,99,186.8,-13,501.0,593,0.0,-100,0.0,-100
Uttarakhand, Champawat,2010,,,11.0,-75,0.0,-100,4.0,-86,72.0,32,83.8,-61,810.1,60,791.0,99,490.5,129,1.5,-98,1.0,-88,11.0,-55
Uttarakhand, Dehradun,2006,17.9,-68,2.4,-95,137.5,229,14.8,-35,165.0,304,139.3,-11,540.6,-15,478.3,-31,195.7,-30,16.6,-72,1.7,-81,25.2,39
Uttarakhand, Dehradun,2007,0.4,-99,111.4,122,96.1,130,15.6,-32,16.8,-59,79.2,-50,860.0,35,943.5,36,801.0,186,10.6,-82,0.0,-100,5.9,-67
Uttarakhand, Dehradun,2008,13.1,-76,21.8,-56,2.6,-94,76.1,232,51.8,27,588.9,274,689.0,8,736.4,6,159.9,-43,32.9,-45,10.5,18,0.0,-100
Uttarakhand, Dehradun,2009,5.0,-91,39.5,-21,2.6,-94,18.8,-18,43.6,7,74.5,-53,437.4,-31,453.9,-34,273.2,-3,168.7,182,2.0,-78,0.0,-100
Uttarakhand, Dehradun,2010,14.5,-74,54.5,9,2.0,-95,5.0,-78,49.1,20,129.4,-18,777.4,22,894.0,29,799.5,185,11.7,-80,17.8,100,26.2,45
Uttarakhand, Garhwal Pauri,2006,12.0,-75,0.0,-100,11.1,-66,16.5,-4,267.5,494,212.4,47,572.6,22,632.6,40,121.1,-43,0.0,-100,0.0,-100,11.3,-36
Uttarakhand, Garhwal Pauri,2007,0.0,-100,231.2,440,87.4,171,6.5,-62,24.0,-47,387.0,169,601.7,28,1115.,5  148,245.6,15,22.0,-58,,,,
Uttarakhand, Garhwal Pauri,2008,,,,,,,,,,,,,324.6,-31,276.6,-39,47.0,-78,79.0,49,0.4,-92,0.0,-100
Uttarakhand, Garhwal Pauri,2009,,,,,,,,,,,44.2,-69,300.7,-36,245.0,-46,101.0,-53,15.1,-71,0.1,-98,12.6,-28
Uttarakhand, Garhwal Pauri,2010,1.2,-98,35.1,-18,0.0,-100,2.2,-87,41.4,-8,92.0,-36,496.3,6,484.0,7,382.9,79,11.5,-78,0.0,-100,24.0,36
Uttarakhand, Garhwal Tehri,2006,43.8,-24,3.0,-95,72.3,19,18.5,-46,80.3,28,110.1,-14,214.1,-34,237.6,-18,19.1,-87,52.0,4,0.0,-100,40.4,25
Uttarakhand, Garhwal Tehri,2007,0.3,-99,151.3,171,111.7,84,21.9,-37,45.2,-28,32.8,-74,209.7,-35,246.2,-15,93.5,-36,6.8,-86,0.0,-100,19.0,-41
Uttarakhand, Garhwal Tehri,2008,23.7,-59,8.0,-86,13.6,-78,68.1,97,62.6,0,175.5,37,278.2,-14,279.1,-4,80.4,-45,10.9,-78,12.0,3,0.7,-98
Uttarakhand, Garhwal Tehri,2009,8.2,-86,39.6,-29,2.0,-97,21.6,-37,36.1,-43,21.8,-83,108.7,-66,40.9,-86,133.7,-8,70.7,42,0.2,-98,0.0,-100
Uttarakhand, Garhwal Tehri,2010,13.9,-76,80.5,44,2.0,-97,14.5,-58,78.4,25,96.0,-25,400.2,24,290.2,0,444.6,207,16.1,-68,20.5,75,38.0,18
Uttarakhand, Hardwar,2006,,,,,,,,,,,48.1,-44,287.3,-12,127.9,-63,45.4,-69,0.0,-100,,,,
Uttarakhand, Hardwar,2007,,,,,,,,,22.3,135,142.4,67,360.8,11,720.3,107,170.9,16,0.0,-100,,,,
Uttarakhand, Hardwar,2008,,,,,,,20.3,276,19.6,106,440.1,415,453.3,39,479.2,38,191.4,30,28.8,-21,,,,
Uttarakhand, Hardwar,2009,,,,,0.3,-98,0.0,-100,17.2,81,67.3,-21,315.0,-3,257.2,-26,222.7,51,13.1,-64,0.0,-100,0.0,-100
Uttarakhand, Hardwar,2010,1.1,-97,43.8,42,0.0,-100,0.0,-100,35.3,117,39.9,-59,551.2,66,283.3,-19,456.1,184,16.0,-52,0.0,-100,14.5,17
Uttarakhand, Nainital,2006,4.4,-91,0.3,-99,62.3,55,10.8,-54,102.3,81,108.4,-51,295.0,-46,317.4,-35,88.4,-68,15.9,-78,4.3,-14,13.4,-20
Uttarakhand, Nainital,2007,,,152.7,259,121.6,202,33.7,44,71.7,27,198.4,-9,262.8,-52,420.5,-13,259.1,-5,11.7,-84,0.0,-100,2.2,-87
Uttarakhand, Nainital,2008,10.2,-80,4.5,-89,0.9,-98,22.3,-5,38.5,-32,333.6,52,495.9,-9,527.0,9,353.1,29,11.5,-84,4.7,-6,0.0,-100
Uttarakhand, Nainital,2009,0.6,-99,14.3,-66,3.2,-92,22.2,-5,51.4,-9,62.6,-71,226.2,-59,493.7,2,301.0,10,194.1,164,24.7,394,2.8,-83
Uttarakhand, Nainital,2010,7.2,-86,49.8,17,0.2,-100,5.5,-76,57.7,2,120.3,-45,819.0,50,703.4,45,702.5,158,3.1,-96,8.9,78,19.7,18
Uttarakhand, Pithoragarh,2006,,,,,,,,,,,,,177.5,-64,268.5,-45,125.6,-50,0.0,-100,,,,
Uttarakhand, Pithoragarh,2007,11.9,-78,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand, Pithoragarh,2008,,,,,,,,,,,26.0,-90,377.4,-24,242.9,-50,136.9,-45,6.8,-90,5.2,-54,0.0,-100
Uttarakhand, Pithoragarh,2009,2.5,-95,,,,,,,2.5,-97,34.3,-87,445.1,-11,555.7,14,282.6,13,144.0,116,13.8,23,1.7,-90
Uttarakhand, Pithoragarh,2010,5.9,-89,64.9,18,3.4,-95,16.5,-62,70.6,-13,72.1,-72,514.0,3,416.0,-15,485.0,94,12.3,-82,1.8,-84,16.0,-9
Uttarakhand, Rudraprayag,2006,,,,,,,,,,,89.2,-58,341.2,-42,167.6,-73,53.3,-78,0.0,-100,,,,
Uttarakhand, Rudraprayag,2007,,,,,,,,,,,110.7,-48,154.3,-74,254.0,-59,157.0,-35,1.8,-96,,,,
Uttarakhand, Rudraprayag,2008,,,,,,,,,,,148.9,-30,295.5,-50,351.2,-44,205.0,-15,4.0,-91,6.0,-47,0.6,-98
Uttarakhand, Rudraprayag,2009,,,,,,,,,,,17.8,-92,204.1,-65,171.7,-73,109.1,-55,36.6,-20,11.8,4,0.0,-100
Uttarakhand, Rudraprayag,2010,20.0,-73,26.5,-64,3.2,-96,7.2,-87,47.5,-48,166.6,-21,577.2,-1,488.3,-22,448.8,86,12.1,-74,1.2,-89,25.0,-12
Uttarakhand, Udham Singh Nagar,2006,0.0,-100,0.0,-100,,,,,304.5,855,191.0,23,327.0,-22,540.0,39,279.0,33,21.0,-69,0.0,-100,58.0,544
Uttarakhand, Udham Singh Nagar,2007,9.0,-75,180.5,688,132.5,744,0.0,-100,71.0,123,245.0,57,522.7,25,793.0,104,,,16.0,-77,,,,
Uttarakhand, Udham Singh Nagar,2008,,,,,,,,,,,,,562.0,34,,,,,70.0,3,,,,
Uttarakhand, Udham Singh Nagar,2009,,,,,,,,,,,0.0,-100,119.1,-72,201.3,-48,112.6,-46,67.0,-2,3.4,-11,1.6,-82
Uttarakhand, Udham Singh Nagar,2010,0.5,-99,42.4,85,0.0,-100,0.0,-100,90.0,182,7.0,-96,748.5,78,497.9,28,604.6,188,1.6,-98,0.1,-97,0.0,-100
Uttarakhand, Uttarkashi,2006,,,,,,,,,164.2,81,49.9,-67,845.6,117,385.3,-15,75.7,-68,0.0,-100,,,,
Uttarakhand, Uttarkashi,2007,,,,,93.4,-6,,,,,310.8,106,919.2,136,791.9,74,,,9.8,-84,,,,
Uttarakhand, Uttarkashi,2008,,,,,,,,,,,298.3,98,455.0,17,398.2,-13,164.4,-30,17.8,-70,,,,
Uttarakhand, Uttarkashi,2009,,,,,,,,,,,197.3,31,541.2,39,339.3,-25,230.8,-2,30.6,-49,6.8,-36,1.8,-94
Uttarakhand, Uttarkashi,2010,20.6,-79,77.6,3,4.4,-96,25.0,-58,61.7,-32,189.9,26,437.6,12,629.1,38,604.2,156,21.5,-64,9.0,-16,45.1,38
Tripura,North Tripura,2006,0.0,-100,0.0,-100,4.6,-96,257.2,-12,476.7,10,729.2,49,254.0,-31,323.4,-13,160.9,-44,39.2,-79,8.8,-81,0.7,-93
Tripura,North Tripura,2007,0.0,-100,90.8,177,79.6,-28,349.9,20,325.7,-25,590.0,20,368.0,-1,322.3,-13,390.8,37,151.2,-19,85.7,84,0.0,-100
Tripura,North Tripura,2008,19.9,32,21.8,-34,47.3,-57,83.5,-71,198.5,-54,326.7,-33,234.5,-37,383.5,3,257.3,-10,331.7,77,0.0,-100,0.0,-100
Tripura,North Tripura,2009,0.0,-100,5.3,-84,28.0,-75,243.4,-17,469.7,9,282.4,-42,258.2,-30,393.1,6,279.4,-2,148.2,-21,13.6,-71,0.0,-100
Tripura,North Tripura,2010,0.0,-100,3.4,-90,132.2,20,474.1,62,664.7,54,541.2,10,363.6,-2,369.6,0,335.1,18,200.5,7,4.2,-91,43.1,327
Tripura,South Tripura,2006,0.0,-100,0.0,-100,0.0,-100,87.1,-47,487.7,69,375.9,-17,355.5,-21,196.9,-46,292.3,16,12.8,-92,6.7,-81,0.0,-100
Tripura,South Tripura,2007,0.0,-100,70.2,190,12.5,-78,154.3,-6,127.5,-56,625.5,38,967.5,115,353.7,-3,571.1,127,309.7,93,78.3,118,0.0,-100
Tripura,South Tripura,2008,28.8,206,4.0,-83,37.3,-33,7.5,-95,267.5,-7,380.0,-16,527.8,17,379.6,4,159.5,-37,288.0,80,0.0,-100,0.0,-100
Tripura,South Tripura,2009,0.0,-100,4.0,-83,8.4,-85,119.6,-27,421.6,46,306.9,-32,673.2,49,345.9,-6,163.5,-35,261.1,63,10.1,-72,0.0,-100
Tripura,South Tripura,2010,0.0,-100,28.0,16,56.1,1,36.0,-78,295.1,2,500.9,10,240.5,-47,217.5,-41,164.9,-35,323.7,102,0.1,-100,14.4,73
Tripura,West Tripura,2006,0.0,-100,0.0,-100,0.0,-100,184.7,-9,574.1,68,395.5,-12,158.5,-59,291.2,-11,254.9,3,93.9,-45,2.0,-95,0.0,-100
Tripura,West Tripura,2007,0.0,-100,39.4,63,20.8,-66,339.6,67,285.0,-17,631.1,41,694.9,81,214.4,-34,265.9,7,239.9,42,104.8,151,0.0,-100
Tripura,West Tripura,2008,40.8,289,21.1,-12,56.1,-9,24.0,-88,215.3,-37,234.8,-47,352.5,-8,302.4,-8,152.7,-38,198.1,17,0.0,-100,0.1,-99
Tripura,West Tripura,2009,0.0,-100,3.2,-87,2.0,-97,46.1,-77,284.2,-17,281.1,-37,499.5,30,379.4,16,214.2,-14,113.6,-33,39.1,-6,0.0,-100
Tripura,West Tripura,2010,0.0,-100,7.9,-67,98.1,59,134.8,-34,377.1,10,455.8,2,160.4,-58,195.1,-40,224.1,-10,279.3,65,5.3,-87,34.3,370
Tamil Nadu,Chennai,2006,2.6,-90,0.0,-100,17.9,265,10.6,-19,16.1,-65,59.1,3,100.9,-10,139.2,-7,134.1,7,646.6,139,257.9,-24,20.6,-86
Tamil Nadu,Chennai,2007,0.0,-100,14.4,19,0.0,-100,5.3,-60,1.8,-96,100.1,75,218.7,96,196.1,32,161.7,29,253.7,-6,99.5,-71,242.8,68
Tamil Nadu,Chennai,2008,63.1,150,11.2,-7,114.2,2231,11.7,-11,0.1,-100,65.1,14,23.0,-79,100.5,-33,97.1,-23,378.0,40,521.1,54,6.8,-95
Tamil Nadu,Chennai,2009,13.1,-48,0.0,-100,0.7,-86,0.0,-100,14.0,-70,11.3,-80,41.8,-63,93.9,-37,73.6,-41,46.5,-83,493.8,46,259.5,79
Tamil Nadu,Chennai,2010,4.7,-81,0.1,-99,0.0,-100,0.0,-100,191.1,314,120.2,110,146.0,31,195.1,31,107.5,-14,165.6,-39,224.2,-34,263.7,82
Tamil Nadu, Coimbatore,2006,17.7,25,0.0,-100,55.8,192,40.2,-24,66.1,-14,31.6,-17,22.3,-61,27.1,-35,60.5,8,133.6,-13,308.8,150,1.9,-96
Tamil Nadu, Coimbatore,2007,5.2,-63,5.9,-50,0.0,-100,56.9,8,71.5,-7,36.8,-4,39.1,-31,77.2,85,51.3,-9,198.0,29,51.0,-59,129.4,157
Tamil Nadu, Coimbatore,2008,3.6,-75,21.4,80,112.1,487,28.4,-46,50.3,-34,145.1,280,212.8,275,207.6,397,129.5,130,251.8,64,54.5,-56,17.3,-66
Tamil Nadu, Coimbatore,2009,1.3,-91,0.0,-100,46.2,142,28.7,-46,82.4,8,96.6,153,360.5,536,115.6,177,192.7,243,81.6,-47,203.6,65,20.9,-59
Tamil Nadu, Coimbatore,2010,4.0,-72,0.8,-93,6.9,-68,33.1,-39,61.6,-21,34.1,-33,40.0,-47,55.3,10,58.6,4,168.7,8,234.2,75,34.1,-34
Tamil Nadu, Cuddalore,2006,29.7,-24,0.0,-100,9.7,-44,6.6,-63,50.4,-6,54.6,30,38.0,-50,51.9,-59,102.0,-21,471.5,109,407.1,30,128.7,-28
Tamil Nadu, Cuddalore,2007,0.0,-100,11.5,-34,0.0,-100,17.8,-1,24.9,-54,17.8,-58,104.1,38,143.3,13,65.3,-50,422.0,87,87.9,-72,327.8,84
Tamil Nadu, Cuddalore,2008,73.3,87,28.0,62,272.5,1466,3.9,-78,41.8,-22,50.4,20,59.0,-22,92.7,-27,78.7,-39,269.4,19,728.0,133,151.1,-15
Tamil Nadu, Cuddalore,2009,20.2,-48,0.0,-100,69.1,297,36.6,103,21.3,-60,29.7,-29,38.9,-48,119.8,-5,89.7,-31,74.6,-67,607.3,94,278.6,56
Tamil Nadu, Cuddalore,2010,41.3,6,0.0,-100,0.0,-100,0.0,-100,71.6,33,68.5,63,36.3,-52,149.9,18,108.2,-17,145.4,-36,553.3,77,345.0,94
Tamil Nadu, Dharmapuri,2006,3.0,-68,0.0,-100,52.0,231,27.6,-22,119.4,13,76.3,64,12.9,-83,73.3,-18,134.2,-11,171.7,-2,88.5,-7,2.0,-96
Tamil Nadu, Dharmapuri,2007,0.0,-100,0.8,-91,3.6,-77,118.8,237,51.9,-51,41.3,-11,101.9,38,149.0,66,131.1,-13,125.1,-29,66.5,-30,140.0,210
Tamil Nadu, Dharmapuri,2008,2.9,-69,6.2,-33,79.1,404,25.7,-27,96.4,-9,22.4,-52,70.3,-5,178.0,99,77.3,-49,191.1,9,145.2,52,6.8,-85
Tamil Nadu, Dharmapuri,2009,3.8,-59,0.0,-100,22.0,72,17.5,-43,148.6,44,76.5,65,11.6,-84,107.5,20,184.2,22,44.9,-74,145.4,52,54.0,20
Tamil Nadu, Dharmapuri,2010,1.2,-87,0.0,-100,2.3,-85,38.9,10,146.2,38,82.4,78,124.6,69,146.1,63,71.8,-53,108.8,-38,299.2,213,27.7,-39
Tamil Nadu, Dindigul,2006,18.4,-11,0.0,-100,53.6,195,54.3,-6,83.4,16,30.5,0,2.0,-96,83.5,29,109.1,-1,243.9,32,175.2,29,5.9,-92
Tamil Nadu, Dindigul,2007,6.6,-68,2.9,-76,0.0,-100,37.2,-36,54.3,-25,62.9,106,32.3,-29,82.8,28,51.0,-54,205.6,11,59.1,-57,325.9,318
Tamil Nadu, Dindigul,2008,9.3,-55,29.2,137,202.9,1015,23.7,-59,71.2,-1,44.4,45,60.4,32,152.8,136,56.3,-49,270.2,46,131.7,-3,59.4,-24
Tamil Nadu, Dindigul,2009,6.9,-67,0.0,-100,17.8,-2,26.4,-54,70.7,-2,21.7,-29,13.7,-70,82.1,27,92.4,-16,89.1,-52,307.1,125,72.4,-7
Tamil Nadu, Dindigul,2010,4.2,-80,0.0,-100,4.1,-77,34.5,-40,98.7,37,71.7,134,63.0,38,54.0,-17,97.3,-12,293.5,59,374.5,175,100.4,29
Tamil Nadu, Erode,2006,7.9,-11,0.0,-100,26.5,46,44.4,-10,58.6,-32,35.5,36,0.8,-98,55.4,-2,82.8,-14,181.8,8,200.8,86,3.6,-92
Tamil Nadu, Erode,2007,0.3,-97,0.3,-97,0.4,-98,49.0,-1,17.0,-80,25.2,-3,20.3,-40,65.8,17,89.2,-8,146.3,-13,79.0,-27,221.4,374
Tamil Nadu, Erode,2008,1.0,-89,26.0,120,106.2,487,32.2,-35,77.5,-10,12.3,-53,52.4,54,119.9,113,45.3,-53,195.1,16,101.0,-7,23.2,-50
Tamil Nadu, Erode,2009,0.0,-100,0.0,-100,66.5,267,19.3,-61,119.0,38,6.0,-77,23.8,-30,81.0,44,98.5,2,94.9,-44,210.8,95,18.8,-60
Tamil Nadu, Erode,2010,0.7,-92,0.0,-100,6.1,-69,17.3,-64,150.7,63,22.3,-28,87.8,100,102.5,48,92.7,-13,113.3,-36,343.1,211,39.0,-12
Tamil Nadu, Kanchipuram,2006,16.1,-28,0.0,-100,26.5,464,3.7,-74,14.7,-64,87.2,54,64.7,-44,32.6,-79,129.6,-2,414.5,67,232.3,-27,57.7,-56
Tamil Nadu, Kanchipuram,2007,0.0,-100,1.6,-84,0.0,-100,19.4,37,14.4,-65,69.5,23,116.8,1,190.2,20,154.2,17,263.6,7,97.7,-69,296.6,124
Tamil Nadu, Kanchipuram,2008,28.8,29,18.8,94,150.9,3111,13.5,-5,18.6,-55,52.2,-8,42.0,-64,99.7,-37,117.8,-11,312.4,26,505.7,59,36.3,-73
Tamil Nadu, Kanchipuram,2009,16.0,-29,0.0,-100,6.6,40,0.0,-100,43.8,6,22.3,-61,48.7,-58,119.7,-24,132.0,0,57.9,-77,505.2,59,174.0,32
Tamil Nadu, Kanchipuram,2010,1.0,-96,0.0,-100,0.0,-100,4.4,-69,91.3,122,107.9,91,93.3,-20,209.3,33,116.1,-12,192.0,-22,291.9,-8,260.9,97
