state,district,year,jan-rf,jan-dep,feb-rf,feb-dep,mar-rf,mar-dep,apr-rf,apr-dep,may-rf,may-dep,jun-rf,jun-dep,jul-rf,jul-dep,aug-rf,aug-dep,sep-rf,sep-dep,oct-rf,oct-dep,nov-rf,dec-dep,dec-rf,dec-dep
Gujarat,Panchmahal,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,14.4,-87,258.9,-23,151.1,-55,37.6,-77,15.1,-29,10.1,-22,0.0,-100
Gujarat,Panchmahal,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,36.9,-68,168.5,-50,338.7,1,163.9,-2,0.0,-100,2.9,-78,0.0,-100
Gujarat,Patan,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,45.7,-26,263.0,18,603.8,235,131.2,57,0.4,-96,0.0,-100,0.0,-100
Gujarat,Patan,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,66.3,7,429.8,92,309.2,71,44.2,-47,0.0,-100,0.0,-100,0.0,-100
Gujarat,Patan,2008,0.0,-100,0.0,-100,0.0,-100,6.3,950,0.0,-100,26.2,-58,88.5,-60,285.7,58,153.5,83,1.3,-88,0.0,-100,11.8,490
Gujarat,Patan,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,7.5,-88,185.0,-17,99.2,-45,4.0,-95,0.0,-100,0.0,-100,0.0,-100
Gujarat,Patan,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,56.8,-8,315.7,41,310.3,72,96.3,15,0.0,-100,89.7,1302,0.0,-100
Gujarat,Porbandar,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,47.5,-72,473.3,91,262.6,74,132.7,109,0.0,-100,0.0,-100,0.0,-100
Gujarat,Porbandar,2007,0.0,-100,2.3,187,0.0,-100,0.0,-100,0.0,-100,137.4,-19,207.0,-16,830.7,450,165.3,160,0.0,-100,5.7,-66,0.0,-100
Gujarat,Porbandar,2008,0.0,-100,0.5,-38,0.0,-100,0.0,-100,0.0,-100,92.6,-46,263.7,6,55.6,-63,230.9,263,0.0,-100,1.9,-89,0.1,-90
Gujarat,Porbandar,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,273.2,60,1036.,2  318,137.3,-9,9.1,-86,0.0,-100,0.0,-100,0.0,-100
Gujarat,Porbandar,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,37.6,-78,733.4,196,563.3,273,344.1,441,17.9,6,82.5,385,0.0,-100
Gujarat,Rajkot,2006,0.0,-100,0.0,-100,0.1,-93,0.0,-100,0.0,-100,91.7,-1,522.8,121,154.7,-3,130.5,50,0.0,-100,0.0,-100,0.0,-100
Gujarat,Rajkot,2007,0.0,-100,0.1,-50,0.0,-100,0.0,-100,0.0,-100,134.1,45,252.8,7,471.3,196,204.8,136,0.0,-100,2.9,-70,0.0,-100
Gujarat,Rajkot,2008,0.0,-100,0.2,0,0.0,-100,0.0,-100,0.0,-100,91.9,-1,156.4,-34,164.2,3,370.2,326,10.1,-50,0.1,-99,0.1,-90
Gujarat,Rajkot,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,27.4,-70,419.1,78,88.6,-44,3.8,-96,0.1,-100,1.8,-82,0.0,-100
Gujarat,Rajkot,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,93.8,2,416.6,76,449.7,182,208.9,141,2.6,-87,76.4,680,0.0,-100
Gujarat,Sabarkantha,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,120.7,47,416.1,49,932.2,261,230.3,73,2.3,-87,0.0,-100,0.0,-100
Gujarat,Sabarkantha,2007,0.0,-100,0.2,-75,0.0,-100,0.0,-100,0.0,-100,55.8,-32,820.1,193,336.6,30,97.7,-26,0.0,-100,0.0,-100,0.0,-100
Gujarat,Sabarkantha,2008,0.0,-100,0.0,-100,0.0,-100,1.9,46,0.0,-100,39.2,-52,208.2,-26,311.6,21,99.3,-25,7.2,-60,0.0,-100,1.2,-54
Gujarat,Sabarkantha,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,13.0,-84,404.9,45,209.6,-19,29.3,-78,3.1,-83,0.6,-93,0.0,-100
Gujarat,Sabarkantha,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,39.6,-52,321.7,15,375.5,45,133.0,0,0.0,-100,25.8,193,2.1,-19
Gujarat,Surat,2006,0.0,-100,0.0,-100,0.1,-92,0.0,-100,0.0,-100,280.3,34,1200.,1  115,418.8,6,93.6,-60,21.2,-32,0.7,-95,0.0,-100
Gujarat,Surat,2007,0.1,-50,0.5,150,0.0,-100,0.0,-100,0.0,-100,173.6,-17,474.6,-15,556.3,41,367.1,58,0.0,-100,0.2,-98,0.0,-100
Gujarat,Surat,2008,0.0,-100,0.1,-50,0.0,-100,0.0,-100,0.0,-100,190.4,-9,521.7,-7,503.5,28,378.8,63,27.3,-13,0.0,-100,0.2,-90
Gujarat,Surat,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,30.8,-85,757.6,36,238.9,-39,181.8,-22,82.5,164,16.6,26,0.1,-95
Gujarat,Surat,2010,0.2,0,0.0,-100,0.0,-100,0.0,-100,0.0,-100,82.5,-60,460.5,-18,461.5,17,488.2,111,42.0,35,36.0,173,0.0,-100
Gujarat,Surendranagar,2006,0.0,-100,0.0,-100,0.1,-86,0.0,-100,0.0,-100,70.5,-4,363.6,89,98.1,-34,100.1,16,0.0,-100,0.0,-100,0.0,-100
Gujarat,Surendranagar,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,122.4,66,368.1,92,216.6,46,114.1,32,0.0,-100,0.0,-100,0.0,-100
Gujarat,Surendranagar,2008,0.0,-100,0.0,-100,0.0,-100,2.7,35,0.0,-100,37.2,-50,90.6,-53,164.6,11,426.6,395,8.1,-31,0.0,-100,8.7,521
Gujarat,Surendranagar,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,32.1,-57,180.9,-6,65.9,-55,0.3,-100,0.2,-98,0.0,-100,0.0,-100
Gujarat,Surendranagar,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,51.1,-31,281.2,47,304.4,106,108.9,26,3.3,-72,54.1,495,0.0,-100
Gujarat,Valsad,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,316.3,-2,1029.,8   28,663.5,27,185.4,-38,35.0,-11,6.8,-54,0.0,-100
Gujarat,Valsad,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,271.8,-15,724.3,-10,742.7,42,448.0,50,0.0,-100,9.7,-34,0.0,-100
Gujarat,Valsad,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,225.1,-30,755.1,-6,892.2,71,364.3,22,9.6,-76,0.0,-100,0.0,-100
Gujarat,Valsad,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,115.0,-64,1181.,0   47,204.6,-61,234.0,-22,96.3,144,31.0,111,0.0,-100
Gujarat,Valsad,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,202.4,-37,735.5,-8,720.1,38,502.0,68,47.1,19,28.3,93,0.0,-100
Goa,Goa,2006,0.0,-100,0.0,-100,21.1,10450,0.3,-96,349.9,297,745.4,-17,607.3,-40,731.1,28,418.2,47,362.1,183,53.4,42,0.0,-100
Goa,Goa,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,96.5,10,1016.,0   13,761.9,-25,1051.,7   83,775.5,172,76.2,-40,88.8,136,0.6,-93
Goa,Goa,2008,0.0,-100,0.0,-100,75.2,37500,10.3,32,26.4,-70,886.4,-1,703.3,-31,1048.,0   83,664.1,133,9.5,-93,2.0,-95,5.6,-33
Goa,Goa,2009,0.0,-100,0.0,-100,0.0,-100,0.5,-94,4.0,-95,649.2,-28,1381.,8   36,347.5,-39,436.1,53,354.7,177,155.2,312,0.0,-100
Goa,Goa,2010,10.4,845,0.0,-100,0.0,-100,7.7,-13,60.2,-27,828.3,-11,1291.,1   20,811.9,36,497.9,66,312.3,134,185.9,431,12.6,66
Chhattisgarh,Bastar,2006,0.0,-100,0.0,-100,43.7,163,132.0,330,90.0,166,127.3,-39,491.0,19,422.0,-4,309.3,22,1.6,-98,92.9,609,0.0,-100
Chhattisgarh,Bastar,2007,0.0,-100,15.3,63,0.0,-100,13.5,-56,68.6,103,337.0,61,195.9,-53,377.4,-14,157.7,-38,93.8,8,0.0,-100,0.0,-100
Chhattisgarh,Bastar,2008,10.0,43,18.2,94,135.5,716,17.7,-42,40.3,19,183.9,-12,360.2,-13,380.5,-14,239.5,-5,11.8,-86,0.7,-95,0.0,-100
Chhattisgarh,Bastar,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,41.9,24,87.6,-58,446.9,8,315.5,-28,113.0,-55,26.0,-70,7.4,-44,0.0,-100
Chhattisgarh,Bastar,2010,6.1,-13,3.1,-67,10.1,-39,36.0,17,38.2,13,133.1,-36,422.7,2,436.8,-1,320.1,26,151.5,75,35.4,170,30.1,457
Chhattisgarh,Bilaspur,2006,0.0,-100,0.0,-100,75.8,275,20.2,31,90.8,383,56.6,-68,369.4,2,316.1,-10,128.4,-37,29.6,-48,3.9,-54,0.9,-90
Chhattisgarh,Bilaspur,2007,0.0,-100,61.5,185,22.1,9,11.8,-23,26.9,43,190.2,7,353.5,-2,306.4,-13,281.6,37,9.8,-83,5.6,-34,0.0,-100
Chhattisgarh,Bilaspur,2008,4.0,-81,11.9,-45,34.2,69,11.3,-27,1.7,-91,249.8,40,230.8,-36,257.6,-26,236.2,15,4.8,-92,4.7,-45,0.0,-100
Chhattisgarh,Bilaspur,2009,7.8,-62,0.0,-100,0.0,-100,9.7,-37,23.5,25,43.1,-76,314.8,-13,301.9,-14,62.6,-69,28.0,-51,63.4,646,0.0,-100
Chhattisgarh,Bilaspur,2010,3.3,-84,3.5,-84,0.1,-100,6.3,-59,19.6,4,51.5,-71,300.3,-17,250.5,-28,273.7,34,36.4,-36,7.3,-14,21.4,135
Chhattisgarh,Dantewara,2006,0.0,-100,0.0,-100,,,,,0.0,-100,41.5,-78,283.5,-39,595.2,44,220.3,-4,11.0,-89,0.0,-100,0.0,-100
Chhattisgarh,Dantewara,2007,0.0,-100,2.5,-42,0.0,-100,5.3,-79,0.0,-100,104.8,-45,301.7,-35,398.2,-4,511.3,123,361.8,277,0.0,-100,0.0,-100
Chhattisgarh,Dantewara,2008,0.0,-100,2.0,-53,13.0,20,3.5,-86,0.0,-100,202.0,6,460.1,-1,387.9,-6,137.4,-40,0.1,-100,0.0,-100,0.0,-100
Chhattisgarh,Dantewara,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,14.4,-92,398.9,-14,155.5,-62,110.3,-52,19.5,-80,10.5,-41,0.0,-100
Chhattisgarh,Dantewara,2010,17.2,365,0.0,-100,0.0,-100,3.0,-88,0.0,-100,117.7,-38,524.4,13,457.7,10,356.4,55,72.0,-25,40.0,123,42.8,1026
Chhattisgarh,Dhamtari,2006,0.0,-100,0.0,-100,68.0,353,40.0,203,72.5,298,53.9,-68,449.2,31,482.0,48,143.0,-39,1.6,-97,10.2,73,0.0,-100
Chhattisgarh,Dhamtari,2007,0.0,-100,0.0,-100,11.8,-21,2.4,-82,24.4,34,269.8,58,154.4,-55,266.6,-18,236.2,2,41.6,-29,0.0,-100,0.0,-100
Chhattisgarh,Dhamtari,2008,0.0,-100,10.6,-14,0.0,-100,0.0,-100,0.0,-100,316.0,85,180.2,-47,194.0,-40,188.7,-19,11.5,-80,0.0,-100,0.0,-100
Chhattisgarh,Dhamtari,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,98.7,-42,648.9,89,142.3,-56,77.3,-67,1.3,-98,144.5,2349,0.0,-100
Chhattisgarh,Dhamtari,2010,4.0,-47,0.0,-100,0.0,-100,0.0,-100,3.8,-79,70.2,-59,432.4,26,202.5,-38,347.8,49,112.0,90,20.5,247,17.9,714
Chhattisgarh,Durg,2006,0.0,-100,0.0,-100,26.8,85,18.2,112,44.8,311,27.4,-84,251.7,-24,392.6,21,120.5,-42,4.4,-92,0.0,-100,0.0,-100
Chhattisgarh,Durg,2007,0.0,-100,5.8,-44,1.8,-88,0.0,-100,0.0,-100,229.6,33,298.4,-10,328.8,1,202.1,-3,2.0,-97,0.0,-100,0.0,-100
Chhattisgarh,Durg,2008,0.0,-100,0.0,-100,6.8,-53,0.0,-100,0.0,-100,240.0,39,138.3,-58,287.9,-11,231.8,11,0.0,-100,0.0,-100,0.0,-100
Chhattisgarh,Durg,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,21.5,-88,405.2,22,213.0,-34,51.8,-75,4.2,-93,99.2,1737,0.0,-100
Chhattisgarh,Durg,2010,6.2,-36,0.0,-100,0.0,-100,0.0,-100,7.7,-29,146.4,-15,391.3,18,276.6,-15,279.8,34,11.1,-81,18.2,237,12.4,377
Chhattisgarh,Janjgir,2006,0.0,-100,0.0,-100,73.8,345,35.7,389,13.9,11,85.5,-48,431.7,4,416.3,-3,142.7,-36,2.2,-95,1.3,-77,0.0,-100
Chhattisgarh,Janjgir,2007,0.0,-100,62.2,323,6.8,-59,0.0,-100,8.3,-34,156.5,-5,364.7,-12,473.5,10,280.1,26,31.5,-33,12.4,121,0.0,-100
Chhattisgarh,Janjgir,2008,1.2,-92,12.8,-13,9.0,-46,20.0,174,0.0,-100,231.6,41,351.4,-15,526.5,23,252.1,13,0.0,-100,0.0,-100,0.0,-100
Chhattisgarh,Janjgir,2009,0.0,-100,0.0,-100,0.0,-100,3.4,-53,7.7,-38,4.0,-98,413.7,0,325.9,-24,80.5,-64,12.2,-74,26.3,370,0.0,-100
Chhattisgarh,Janjgir,2010,0.0,-100,1.1,-93,0.0,-100,0.0,-100,1.2,-90,21.9,-87,441.1,6,377.6,-12,276.0,24,51.4,10,0.0,-100,42.3,655
Chhattisgarh,Jashpur,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,2.0,-95,25.8,-90,372.2,-22,269.3,-42,110.2,-61,56.8,-36,0.0,-100,0.0,-100
Chhattisgarh,Jashpur,2007,0.0,-100,0.0,-100,3.0,-80,0.0,-100,0.0,-100,207.6,-20,281.9,-41,408.2,-12,236.4,-16,96.4,9,0.0,-100,0.0,-100
Chhattisgarh,Jashpur,2008,0.0,-100,0.0,-100,2.2,-85,0.0,-100,0.0,-100,356.6,38,381.7,-20,373.7,-19,239.6,-15,58.2,-34,0.0,-100,0.0,-100
Chhattisgarh,Jashpur,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,11.4,-96,447.7,-6,396.0,-14,119.4,-58,89.5,1,0.0,-100,0.0,-100
Chhattisgarh,Jashpur,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,86.5,-67,368.1,-23,263.2,-43,274.9,-2,68.7,-22,19.5,77,53.0,919
Chhattisgarh,Kanker,2006,0.0,-100,0.0,-100,59.5,242,59.3,173,0.0,-100,94.4,-51,624.5,58,443.2,2,255.8,2,19.0,-74,16.0,67,0.0,-100
Chhattisgarh,Kanker,2007,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.1,-100,479.6,148,87.6,-78,416.8,-4,204.2,-19,47.4,-35,0.0,-100,0.0,-100
Chhattisgarh,Kanker,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,192.6,-1,207.5,-48,148.4,-66,90.6,-64,13.1,-82,0.0,-100,0.0,-100
Chhattisgarh,Kanker,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,29.5,-85,488.7,24,266.9,-38,55.7,-78,27.8,-62,0.0,-100,0.0,-100
Chhattisgarh,Kanker,2010,30.6,240,0.2,-99,0.0,-100,0.0,-100,0.0,-100,76.0,-61,414.6,5,484.2,12,325.3,29,98.7,36,0.0,-100,51.2,1607
Chhattisgarh,Korba,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,33.8,186,85.5,-54,234.6,-45,302.9,-32,91.2,-58,0.8,-98,1.9,-87,0.0,-100
Chhattisgarh,Korba,2007,0.0,-100,25.6,37,16.9,-12,0.0,-100,0.0,-100,153.0,-18,294.4,-31,147.1,-67,214.5,0,5.9,-89,0.0,-100,0.0,-100
Chhattisgarh,Korba,2008,0.0,-100,10.0,-47,0.0,-100,0.0,-100,0.0,-100,204.1,9,489.7,14,314.3,-30,213.0,-1,2.5,-95,0.0,-100,0.0,-100
Chhattisgarh,Korba,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,3.7,-98,448.9,5,275.6,-38,71.8,-67,22.6,-57,0.0,-100,0.0,-100
Chhattisgarh,Korba,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,36.3,-81,471.6,10,328.5,-26,207.3,-3,26.7,-50,6.7,-53,16.0,142
Chhattisgarh,Koriya,2006,,,0.0,-100,0.0,-100,0.0,-100,,,59.3,-69,465.5,17,415.1,8,80.1,-60,1.3,-97,0.0,-100,0.0,-100
Chhattisgarh,Koriya,2007,0.0,-100,66.1,221,28.2,81,0.0,-100,1.4,-84,110.9,-42,571.4,44,251.5,-35,259.8,29,29.5,-41,0.0,-100,0.0,-100
Chhattisgarh,Koriya,2008,0.0,-100,9.4,-54,0.0,-100,0.0,-100,0.0,-100,290.8,51,340.4,-14,325.8,-16,12.9,-94,19.1,-61,0.0,-100,0.0,-100
Chhattisgarh,Koriya,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,52.7,-73,328.4,-17,283.2,-27,131.4,-35,21.2,-57,0.0,-100,0.0,-100
Chhattisgarh,Koriya,2010,0.0,-100,1.7,-92,0.0,-100,0.0,-100,0.0,-100,18.3,-90,368.2,-7,218.0,-44,75.8,-62,12.0,-76,0.0,-100,8.2,49
Chhattisgarh,Kowardha,2006,0.0,-100,,,,,,,0.0,-100,38.7,-75,418.8,45,245.7,-18,45.6,-76,19.7,-69,4.6,-60,0.0,-100
Chhattisgarh,Kowardha,2007,0.0,-100,55.2,165,19.2,-2,1.0,-91,9.8,-47,70.7,-54,134.5,-54,199.1,-33,147.3,-23,17.7,-72,0.0,-100,0.0,-100
Chhattisgarh,Kowardha,2008,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,132.1,-13,210.8,-27,174.4,-42,177.4,-7,0.0,-100,0.0,-100,0.0,-100
Chhattisgarh,Kowardha,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,66.0,-57,149.4,-48,250.0,-16,37.0,-81,15.0,-76,95.0,733,0.0,-100
Chhattisgarh,Kowardha,2010,0.0,-100,15.0,-28,0.0,-100,0.0,-100,0.0,-100,53.0,-65,544.0,88,272.0,-9,276.0,44,40.5,-36,8.5,-25,16.0,76
Chhattisgarh,Mahasamund,2006,0.0,-100,0.0,-100,8.6,-43,22.6,277,8.6,-16,85.4,-51,388.2,17,723.8,95,144.7,-46,0.0,-100,2.0,-80,0.0,-100
Chhattisgarh,Mahasamund,2007,0.0,-100,32.5,139,0.0,-100,14.0,133,8.7,-15,232.0,34,296.3,-11,258.3,-30,303.3,12,29.5,-40,0.0,-100,0.0,-100
Chhattisgarh,Mahasamund,2008,0.0,-100,5.8,-57,0.0,-100,0.0,-100,0.0,-100,237.0,37,171.3,-48,246.2,-34,270.0,0,14.6,-70,0.0,-100,0.0,-100
Chhattisgarh,Mahasamund,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,21.2,-88,895.2,170,188.7,-49,68.9,-75,16.1,-67,0.0,-100,0.0,-100
Chhattisgarh,Mahasamund,2010,0.0,-100,0.1,-99,0.0,-100,0.0,-100,0.0,-100,182.0,5,513.0,55,197.4,-47,189.1,-30,23.4,-52,4.4,-56,20.6,10200
Chhattisgarh,Raigarh,2006,0.0,-100,0.0,-100,0.0,-100,0.0,-100,91.2,249,117.5,-42,308.2,-30,430.6,2,110.2,-58,26.1,-57,5.3,-23,0.0,-100
Chhattisgarh,Raigarh,2007,0.0,-100,35.2,77,17.2,-7,0.0,-100,29.6,13,233.1,14,342.3,-22,318.2,-25,239.5,-8,40.1,-33,36.6,430,0.0,-100
Chhattisgarh,Raigarh,2008,22.4,38,21.3,7,27.8,50,31.5,93,2.3,-91,256.7,26,298.1,-32,586.5,39,261.5,0,5.8,-90,0.0,-100,0.0,-100
Chhattisgarh,Raigarh,2009,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,15.3,-92,650.4,48,194.8,-54,92.2,-65,25.5,-58,0.0,-100,0.0,-100
Chhattisgarh,Raigarh,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,117.1,-43,319.5,-27,251.4,-41,251.2,-4,21.3,-65,7.3,6,20.5,356
Chhattisgarh,Raipur,2006,0.0,-100,0.0,-100,35.6,107,31.2,212,72.0,321,59.6,-67,384.5,5,430.5,24,177.5,-22,14.4,-75,1.4,-81,0.0,-100
Chhattisgarh,Raipur,2007,0.0,-100,19.5,59,0.2,-99,0.2,-98,4.1,-76,525.2,192,320.1,-12,284.6,-18,238.0,5,28.3,-51,14.0,87,0.0,-100
Chhattisgarh,Raipur,2008,6.5,-19,10.1,-18,2.6,-85,1.0,-90,5.8,-66,262.8,46,233.1,-36,279.5,-20,289.7,28,23.4,-59,0.0,-100,0.0,-100
Chhattisgarh,Raipur,2009,0.0,-100,0.0,-100,0.0,-100,2.1,-79,4.9,-71,25.8,-86,571.8,57,246.4,-29,66.4,-71,20.1,-65,10.5,40,0.3,-91
Chhattisgarh,Raipur,2010,3.4,-58,1.0,-92,0.0,-100,1.7,-83,5.0,-71,53.8,-70,462.4,27,225.0,-35,273.8,21,47.7,-17,23.3,211,12.0,264
Chhattisgarh,Rajnandgaon,2006,0.0,-100,0.0,-100,36.0,120,12.0,28,0.0,-100,65.5,-61,323.9,-4,530.5,56,154.2,-30,5.5,-91,0.0,-100,0.0,-100
Chhattisgarh,Rajnandgaon,2007,0.0,-100,16.9,13,0.0,-100,0.0,-100,6.0,-63,159.5,-6,125.3,-63,300.6,-12,110.2,-50,24.7,-61,26.6,309,0.0,-100
Chhattisgarh,Rajnandgaon,2008,8.4,-34,15.4,3,45.0,174,0.2,-98,9.3,-42,87.0,-49,181.0,-46,239.8,-30,225.4,2,1.2,-98,0.0,-100,0.0,-100
Chhattisgarh,Rajnandgaon,2009,0.0,-100,0.0,-100,0.0,-100,2.2,-77,2.9,-82,38.3,-77,430.9,27,163.0,-52,58.6,-73,16.4,-74,22.0,238,0.6,-89
Chhattisgarh,Rajnandgaon,2010,3.8,-70,1.5,-90,0.0,-100,0.0,-100,1.4,-91,149.4,-12,438.0,30,309.1,-9,269.4,22,24.8,-61,8.0,23,16.5,211
Chhattisgarh,Surguja,2006,0.0,-100,0.0,-100,45.0,272,17.4,102,33.7,163,82.1,-54,391.9,0,439.3,14,146.7,-33,25.7,-50,4.5,-40,0.0,-100
Chhattisgarh,Surguja,2007,0.0,-100,33.2,84,17.2,42,8.4,-2,21.1,65,155.1,-13,354.6,-9,248.1,-36,285.9,30,29.5,-42,0.3,-96,0.0,-100
Chhattisgarh,Surguja,2008,8.3,-61,6.9,-62,10.3,-15,25.4,195,8.9,-30,331.8,85,359.6,-8,246.0,-36,111.7,-49,9.8,-81,0.9,-88,0.0,-100
Chhattisgarh,Surguja,2009,5.4,-75,0.0,-100,0.0,-100,0.3,-97,3.5,-73,74.2,-59,234.6,-40,150.0,-61,77.1,-65,19.0,-63,52.7,603,0.0,-100
Chhattisgarh,Surguja,2010,0.0,-100,10.9,-39,0.0,-100,0.0,-100,9.0,-30,51.6,-71,216.0,-45,102.4,-74,154.3,-30,22.8,-55,6.4,-15,23.3,497
Bihar,Araria,2006,0.0,-100,0.0,-100,4.2,-73,17.3,-67,,,465.2,90,287.8,-39,154.8,-57,316.6,13,57.6,-27,0.0,-100,0.0,-100
Bihar,Araria,2007,,,,,,,,,0.0,-100,96.0,-61,410.6,-13,416.3,15,310.2,11,0.0,-100,0.0,-100,,
Bihar,Araria,2008,,,,,,,,,,,152.4,-38,766.3,63,467.5,29,242.7,-13,71.8,-9,0.0,-100,0.0,-100
Bihar,Araria,2009,0.0,-100,0.0,-100,13.8,-12,12.3,-77,204.5,45,185.5,-24,307.1,-35,530.0,46,60.1,-79,68.0,-14,3.0,-66,0.0,-100
Bihar,Araria,2010,0.0,-100,0.0,-100,0.0,-100,17.2,-67,97.5,-31,218.3,-11,590.8,25,203.0,-44,288.4,3,41.7,-47,0.0,-100,0.0,-100
Bihar,Aurangabad,2006,,,,,,,,,,,72.0,-42,263.7,-12,192.4,-32,165.9,-19,10.0,-82,,,,
Bihar,Aurangabad,2007,,,,,,,,,,,115.0,-8,521.9,74,445.8,57,261.8,27,13.2,-76,,,,
Bihar,Aurangabad,2008,,,,,,,,,,,223.3,79,312.7,4,251.3,-11,70.8,-66,0.0,-100,,,,
Bihar,Aurangabad,2009,,,,,,,,,,,20.6,-83,212.8,-29,457.2,61,285.5,39,56.5,4,,,,
Bihar,Aurangabad,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,0.0,-100,45.2,-64,199.5,-34,152.6,-46,124.3,-40,48.0,-12,0.0,-100,0.0,-100
Bihar,Begusarai,2006,0.0,-100,0.0,-100,,,,,,,,,384.8,36,23.4,-92,204.3,4,0.0,-100,,,,
Bihar,Begusarai,2007,,,,,,,,,0.0,-100,11.8,-93,269.8,-5,,,,,,,,,,
Bihar,Begusarai,2008,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,Begusarai,2009,,,,,,,,,,,,,155.9,,198.2,,146.2,,160.0,,0.0,-100,0.0,-100
Bihar,Begusarai,2010,0.0,-100,,,,,,,,,,,284.0,0,230.0,-21,196.0,0,107.0,106,0.0,-100,0.0,-100
Bihar,Bhabua,2006,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,Bhabua,2007,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,Bhabua,2008,,,,,,,,,,,,,,,,,,,,,,,,
Bihar,Bhabua,2009,,,,,,,,,,,,,185.2,,40.4,,217.5,,42.2,,0.0,-100,0.0,-100
Bihar,Bhabua,2010,0.0,-100,0.0,-100,0.0,-100,0.0,-100,22.3,7,7.9,-94,199.6,-38,241.5,-25,151.7,-32,3.7,-93,0.0,-100,0.5,-89
Bihar,Bhagalpur,2006,0.0,-100,0.0,-100,4.9,-52,28.2,26,63.7,5,204.1,6,249.8,-19,151.3,-44,528.8,140,66.8,-25,6.1,20,2.0,-35
Bihar,Bhagalpur,2007,,,15.5,50,24.8,141,3.6,-84,117.5,95,115.6,-40,543.7,76,202.8,-25,383.5,74,92.5,4,0.0,-100,0.0,-100
Bihar,Bhagalpur,2008,45.3,189,0.6,-94,0.3,-97,9.7,-57,87.6,45,377.8,96,216.0,-30,226.3,-16,110.7,-50,35.8,-60,0.0,-100,0.0,-100
Bihar,Bhagalpur,2009,2.0,-87,2.7,-74,2.5,-76,0.0,-100,202.8,236,65.8,-66,326.2,5,500.9,86,220.0,0,172.1,93,2.8,-45,0.8,-74
Bihar,Bhagalpur,2010,0.0,-100,4.2,-59,4.0,-61,2.2,-90,65.7,9,105.8,-45,234.3,-24,195.6,-27,127.5,-42,19.9,-78,5.3,4,0.7,-77
Bihar,Bhojpur,2006,,,,,,,,,,,35.2,-68,212.7,-28,100.1,-63,115.7,-49,6.0,-88,,,,
Bihar,Bhojpur,2007,,,,,,,,,,,60.0,-46,572.6,94,183.1,-33,223.0,-1,10.0,-81,,,,
